ASH,TA_AV,RH
0,29,36.98
0,29.59,33.42
,29.43,
,29.18,
,29.62,
1,30.34,27.1
0,30.31,27.38
1,30.14,28.45
0,29.92,32.38
0,29.03,31.72
0,29.41,32.5
0,29.23,33.68
0,29.74,34.02
0,29.47,32.65
1,29.88,31.37
1,29.77,30.67
1,28.5,31.5
0,28.85,31.52
0,29.21,31.45
0,29.45,30.13
1,29.44,29.07
0,29.54,29.2
0,29.9,29.97
0,28.41,31.4
0,29.46,30.92
0,29.92,29.03
0,30.19,28.03
0,30.43,27.7
1,29.88,26.28
0,31.2,25.9
1,30.84,35.87
-1,30.54,35.8
-2,30.41,33.5
-1,30.53,30.85
-1,30.24,29.4
-1,30.49,29.9
0,30.12,30.28
1,29.09,32.78
0,29.32,28.82
0,29.83,25.5
0,30.15,27.1
1,29.87,27.38
1,29.87,28.45
1,30.14,31.37
1,30.87,30.67
1,30.86,
1,31,28.4
1,30.98,29.67
1,30.69,30.13
1,31.96,29.07
1,32.58,29.2
1,32.85,29.97
2,32.03,30
1,31.48,30.45
0,32,31.67
0,32.09,31.63
0,30.21,26.28
0,30.72,25.9
-2,30.67,35.8
-2,31.3,33.5
-2,31.24,30.85
-1,31.05,29.4
0,29.27,28.82
0,30.55,25.5
0,30.63,27.1
-2,30.49,27.38
0,31.33,28.45
-1,28.87,32.65
-2,29.84,31.37
-3,30.19,30.67
0,30.94,
-1,30.86,28.4
0,30.78,29.67
0,32.48,30.13
0,30.26,29.07
0,30.62,29.2
-1,30.59,29.97
0,30.74,30
0,30.51,30.45
0,29.81,27.7
0,31.25,26.28
0,31.32,25.9
0,29.42,
0,29.33,
1,29.38,
1,29.42,
2,29.75,
2,30.04,
2,30.42,
0,30.58,
0,29.71,
0,30.08,
1,30.54,
1,31.13,
1,31,
1,30.75,
1,30.38,
1,30.71,
1,29.08,
0,29.71,
0,30.71,
1,31.17,
2,31.38,
2,31.67,
1,29.33,
1,30.13,
1,30.71,
1,31.92,
2,31.88,
2,31.71,
2,31.75,
2,31.21,
2,31.46,
0,29.42,
1,29.33,
2,29.38,
2,29.42,
1,29.75,
2,30.04,
2,30.42,
1,29,
2,29.71,
2,30.08,
2,30.54,
2,31.13,
2,31,
2,30.38,
2,30.71,
2,29.08,
2,30.13,
2,30.71,
2,31.92,
1,31.88,
2,31.71,
2,31.75,
2,31.79,
0,29.04,
2,29.75,
2,30.17,
2,31,
2,31.21,
2,31.46,
2,30.42,
0,29.42,
0,29.33,
0,29.38,
0,29.42,
0,29.75,
0,30.04,
1,30.42,
0,30.58,
1,31.13,
1,31,
1,30.75,
1,30.38,
1,30.71,
0,30.88,
0,30.46,
0,30.21,
0,30.13,
1,29.71,
1,30.71,
0,31.17,
0,31.38,
0,31.67,
1,31.75,
0,31.79,
0,31.54,
1,30.13,
1,30.71,
1,31.92,
1,31.88,
1,31.71,
1,31.75,
1,31.79,
0,31.63,
0,31.5,
0,30.96,
0,30.58,
-1,29.17,
0,29.33,
1,29.54,
1,29.79,
1,30.08,
1,30.58,
1,30.67,
1,30.71,
1,29.71,
1,30.08,
1,30.5,
1,30.58,
1,30.83,
1,29.96,
1,30.29,
1,30.63,
1,30.96,
1,31.21,
1,31.25,
1,31.13,
0,30.71,
0,29.33,
0,29.58,
2,30.08,
1,29.42,
1,28.25,
1,28.92,
1,29.29,
-1,29.96,
1,30.17,
1,30.33,
0,29.17,
0,29.33,
0,29.54,
0,29.79,
0,30.08,
0,30.58,
0,30.67,
1,30.71,
0,30.38,
1,29.21,
1,29.13,
1,29.71,
0,30.5,
0,30.83,
1,30.33,
0,30.63,
0,30.58,
0,30.63,
0,30.96,
0,31.21,
1,31.25,
0,31.13,
0,29.33,
0,29.58,
0,30.08,
0,30.54,
0,30.92,
0,31.33,
0,31.33,
0,31.29,
0,31.17,
0,28.25,
0,28.92,
0,29.29,
0,29.96,
0,30.17,
1,30.33,
0,30.25,
2,29.33,
1,29.54,
1,29.79,
1,30.08,
2,30.58,
1,30.67,
0,30.71,
1,30.5,
1,30.58,
1,30.83,
0,30.33,
0,30.63,
0,30.58,
0,30.29,
1,30.63,
1,30.96,
0,31.21,
1,31.25,
0,30.54,
1,30.92,
1,31.33,
1,31.33,
1,31.29,
1,31.17,
1,29.79,
0,30.08,
0,30.58,
0,30.67,
0,30.71,
,30.38,
0,30.58,
0,30.83,
0,30.33,
0,30.63,
1,30.58,
0,30.63,
0,30.96,
0,31.21,
0,31.25,
0,31.13,
1,30.92,
0,31.33,
0,31.33,
1,31.29,
-1,31.17,
0,30.17,
0,30.33,
0,30.25,
2,29.17,
1,29.33,
1,29.54,
1,29.79,
1,30.08,
-1,30.58,
0,30.67,
1,30.71,
1,30.38,
0,29,
1,29.21,
0,29.13,
1,29.71,
0,30.08,
2,30.5,
1,30.58,
1,30.83,
1,30.33,
1,30.63,
2,30.58,
1,30.21,
1,30.08,
0,29.08,
1,29.29,
0,29.33,
0,29.58,
0,30.08,
1,30.54,
1,30.92,
1,31.33,
1,31.33,
1,31.29,
1,31.17,
1,29.42,
1,28.25,
1,28.92,
1,29.29,
1,29.96,
1,30.17,
0,29.42,
1,29.33,
1,29.38,
1,29.42,
0,29,
0,29.71,
1,30.08,
1,30.54,
0,31.13,
1,31,
0,28.75,
1,29.08,
1,29.71,
0,30.71,
0,31.17,
1,31.38,
1,29,
1,29.33,
1,30.13,
1,30.71,
2,31.92,
1,31.88,
0,29.25,
1,29.04,
0,29.75,
1,30.17,
0,31,
1,31.21,
2,29.88,
1,30.04,
1,30.46,
1,30.88,
1,30,
1,30.21,
2,30.63,
2,30.29,
2,30.63,
2,31,
1,32,
1,32.42,
2,32.13,
2,31.75,
1,31.13,
1,30.71,
0,28.58,
0,29.46,
1,30.17,
0,30.96,
1,31.79,
0,31.67,
0,31.38,
0,30.92,
0,28.46,
0,29.13,
0,30.08,
1,30.83,
1,31.17,
1,31.33,
1,31.21,
1,30.92,
0,28.83,
0,29.71,
0,30.25,
0,30.83,
1,31.17,
1,31.58,
1,31.71,
1,31.46,
1,28.88,
2,29.96,
2,31,
2,31.46,
2,31.67,
2,31.92,
2,31.67,
2,31.17,
2,32,
1,32.42,
1,32.13,
0,31.75,
0,30.17,
2,30.96,
1,31.79,
1,31.67,
1,31.38,
2,28.46,
1,29.13,
1,30.08,
2,30.83,
0,31.17,
0,31.33,
0,31.21,
0,30.92,
0,28.83,
0,29.71,
1,30.25,
1,30.83,
2,31.17,
2,31.58,
3,29.96,
1,31,
1,31.46,
1,31.67,
3,31.92,
3,31.67,
3,31.17,
1,32,
2,32.42,
2,32.13,
2,31.75,
1,31.13,
2,30.71,
0,30.33,
-1,28.58,
0,29.46,
0,30.17,
0,30.96,
1,31.79,
1,31.67,
1,31.38,
1,30.92,
1,30.63,
0,28.46,
2,30.83,
1,31.17,
1,31.33,
1,31.21,
1,30.92,
-1,28.83,
0,29.71,
0,30.25,
0,30.83,
2,31.58,
2,31.71,
2,31.46,
2,31.42,
0,28.13,
1,28.88,
1,29.96,
1,31,
2,31.46,
2,31.67,
1,31.92,
0,32,
1,32.13,
1,31.13,
0,28.58,
1,30.96,
2,31.67,
1,30.92,
0,28.46,
1,30.83,
2,31.33,
0,30.92,
0,28.83,
2,30.83,
1,31.58,
1,31.46,
0,28.88,
0,31.46,
-1,31.92,
0,31.17,
2,32,
1,32.42,
2,32.13,
-3,31.75,
2,31.13,
0,28.58,
1,29.46,
1,30.17,
1,30.96,
2,31.79,
2,31.67,
1,31.38,
2,30.92,
3,30.63,
0,28.46,
0,29.13,
1,30.08,
0,30.83,
1,31.17,
1,31.33,
1,31.21,
2,30.92,
2,30.67,
2,30.33,
0,29.71,
0,30.25,
0,30.83,
1,31.17,
2,31.71,
3,31.46,
1,31.42,
0,28.88,
0,29.96,
2,31,
2,31.46,
2,31.67,
3,31.92,
3,31.67,
2,31.17,
0,22.2,65.2
0,22.7,54.2
-1,19.6,62.3
-2,23.1,63.6
-1,21.9,63.9
0,24.1,53.6
1,21.1,55.1
1,23.6,54.6
-1,20.6,64.4
1,22.2,65.2
-1,23.4,58.8
-1,23,58.2
1,24.9,52.7
1,24.3,55.1
1,23.1,60.5
0,23.1,60.5
1,24,55.1
-1,20.6,61.5
0,23.1,56.3
0,21.3,57.6
-1,20.1,64
-2,23.1,51.8
2,21,62.6
0,21,62.6
-1,21.7,59.1
-3,21.7,58.8
-1,21.5,56.5
-2,22.4,57.9
0,24,49.8
0,22.2,54.2
0,21.8,57.4
-1,21.8,52.7
1,21.8,57.4
1,24.9,45.8
-1,22.4,49.8
-1,19.9,33.4
-1,20.1,28
-1,19.6,44.9
2,22.9,34.5
-2,21.7,42.1
-1,18.8,51.3
-1,19.8,32.1
-1,18.9,44
0,20.8,41.1
2,23.5,28.8
-2,21.4,29.4
0,24.5,37.8
0,21.9,38.9
-1,20.8,64
0,23.6,21
-1,21.7,63.1
0,22.1,35.1
0,23.6,27.6
0,21.8,28.7
-2,23,27
0,23.7,16.8
-1,23.1,21.6
0,22.6,34.6
-2,20.1,46.8
-1,20.3,36.2
2,20.5,52.2
-1,20.2,45.3
0,22.7,40.6
-1,20.8,64.8
-2,22.7,46.3
-1,22.2,27.6
-1,20.9,40.9
0,21,43.9
-1,20.3,65.7
-1,21.4,27
0,22.1,51.8
1,24.5,43.7
-1,21.7,50.3
2,21.3,53.3
-1,22.4,37.2
-2,22.6,44.8
-1,21.7,63.6
1,24.9,38.4
0,22.1,46.3
0,24.4,41.6
1,22.1,31.1
-2,19.8,35
0,25.3,23.5
-1,23.4,37.3
0,23.6,41.6
0,22.4,48.4
-1,20.3,67.7
0,21.1,50.3
-1,20.3,57.9
0,22.8,48.6
0,21.1,58.8
-1,19.4,56.5
-2,20.3,50.3
2,22.2,48.3
-1,19.6,46.8
-1,20.6,45.8
-1,20.6,35.6
-2,20.9,30
2,23.4,36
-1,21.3,61.8
2,24,39.5
-1,21.7,58.8
-1,21.3,38.4
2,24,34.5
2,26.6,30.5
-1,20.6,36.2
-1,20.4,30
0,21.6,16.7
-1,20.5,32.5
-1,20.7,40.8
-2,20.8,47.3
0,23.3,46.2
0,18.9,49.3
-1,19.5,52.1
-1,21.4,49.7
-1,23.3,36.5
-1,20.9,56.7
2,24.8,33.5
0,23.1,42.1
-2,21.3,47.3
-1,20.4,45.6
-1,25.1,26.5
0,22.8,43.2
0,25.3,33.4
1,24.1,30.4
0,23.5,35.4
0,20.2,40
2,23.7,34.3
0,23.6,39.5
1,28.1,29.4
0,22.3,46.4
0,24.9,30.3
0,25.7,37.5
0,22.2,43.2
-1,21.1,48.5
0,23.7,47.8
0,25.8,38.9
-1,21.8,46.3
-2,21.8,41.1
2,23.6,39.5
0,24.5,39.5
-1,21,49.9
-1,22.6,42.7
-2,21.1,49.8
0,22.8,50.5
-1,19.8,68.1
0,23.4,56
-1,20.5,60.4
1,20.6,62.3
-1,21.7,51.8
0,21.9,62.7
0,23.1,45.2
-1,20.9,61.4
1,22.7,61
-1,20.3,67.7
-1,21.8,57.9
0,22.9,45.8
2,23.6,50.3
0,20.5,56.5
-2,21.3,49.2
0,23.4,38.7
0,25.9,38.9
2,22.4,45.3
-1,21.3,65.2
-1,21.3,46.4
0,27,32.9
0,23.5,36.5
1,23.2,41.6
2,22.2,37.8
1,24.4,36.2
-2,22.1,24.7
2,23.5,40.8
1,24.3,39.5
0,20.6,42.9
-1,20.3,49.8
-1,21,44.4
-1,21.3,42.1
-1,20,51.2
-1,21,49
-1,21.8,45.9
-1,21.9,45.4
2,23.8,44.2
1,24.3,49.8
2,21.9,46.3
0,22,50.3
-1,21,53.3
2,22.4,49.8
0,22.2,49.3
1,22.3,59.2
-1,18.3,69.3
2,24.3,38.4
0,21.5,46.3
2,25.3,40.6
-1,22,40
-1,21.3,34
-1,22.4,51.5
1,23.6,51
2,27,40
0,23,47
0,20.8,66.1
-1,23.4,48.8
0,23,46.3
0,24.9,42.7
0,23.1,29.2
1,27.2,32.8
0,25,32.6
2,30.2,33.2
2,24.4,46.5
0,24.5,46.6
2,24.4,45
3,27.9,37.8
0,23,50.4
1,24.9,46.9
0,24.4,41.1
0,25.1,24.7
0,24.4,40
0,25.3,30.5
0,23.4,48.3
1,25.5,53.2
0,23.6,60.5
0,22.3,57.5
-1,22,67.3
-2,22.2,57.4
-1,25,50.5
0,23.7,50.2
0,18.8,70.4
2,21.7,62.7
0,21.8,63.7
1,22.9,45.8
0,22.9,49.1
0,24.9,54.6
0,21.8,64.4
0,22.6,59
-2,21.6,66.6
0,23.6,54.2
-1,25.4,48.4
-1,20.8,69.7
2,22,61.4
0,23.9,44.8
-2,24.4,50.3
-1,23.9,48.3
0,25.8,53.2
1,24.4,57.9
0,23.1,53.2
1,27.8,45.8
0,22.4,56.5
0,25.6,46.2
1,23.9,39.5
0,22.4,47.8
1,23.6,45.3
0,23.9,28.1
0,22.6,43.7
0,18.8,68.5
-1,22.7,50.8
0,21.7,47.8
1,24.7,38.8
0,21.4,51.2
0,18.9,63.1
-2,21.1,53.1
-1,21.9,45.8
-1,23.4,43.7
0,19.3,68.5
1,22,49.3
0,24.5,47.3
1,22.6,39.8
2,26.2,43.2
0,22.2,46.8
0,22.8,41.6
-1,22.6,30
1,22.9,36.7
0,26.1,29.4
-1,20.8,66.5
-2,22.5,38.9
0,24.6,34.5
1,27,34.1
0,20.3,67.3
1,26.9,34.7
0,22.2,41.9
0,23.6,36.2
0,22.1,40.6
1,22.6,38.9
1,22.9,38.4
-1,22.6,27.6
0,22.4,47.6
0,19.8,68.5
0,19.9,61.4
0,22,55.9
-2,20.8,48.3
-1,21.3,55.4
-1,18.5,67.8
0,22.9,50.3
-1,18.5,67.8
0,21.1,52.2
1,24.7,46.9
0,20.3,68.1
0,23.1,52.7
0,21.8,45.8
0,19.6,56.4
1,23.8,51.5
0,24.3,47.3
1,23.6,53.2
0,23.2,40.7
1,22.4,55.1
0,22.7,55.6
0,20.9,62.3
0,23.6,42.7
-2,21.3,67.3
0,21.7,66.5
2,21.4,63.1
0,22.9,46.3
0,26.6,36.7
0,24.2,40.1
0,24,46.3
0,22.2,52.2
0,22.9,49.8
1,23.6,36.2
0,24.8,40.2
1,25.7,42.7
-2,22.5,47.3
0,22.5,47.3
0,24.5,22.9
0,22.2,65.7
2,23,42.1
1,23.7,35.9
0,22.8,32.3
1,21.1,62.7
1,22.5,59.7
-1,21.5,46.8
0,22.3,57.9
1,20.8,60.5
2,23.1,45.3
0,19.3,69.3
0,22,55.1
-1,22.5,44.2
0,22.9,46.3
0,22.9,46.3
2,24,42.7
0,24,46
0,23.9,30
0,22.7,36.4
1,23.4,43.7
0,23.9,38.9
0,22.8,39.1
0,23.3,30
-1,22.5,36
1,24.7,16.7
0,18.8,51.3
0,19.4,47
-1,19.7,46.4
2,24,31.7
-1,20.8,40.7
1,23.9,28.2
-1,18.8,66.9
1,22.8,49.1
-2,18.2,24.1
0,19.6,55.2
2,24.6,38.6
0,22.1,49.5
-1,19.2,57.4
-1,22.2,40.8
0,19.8,65.7
-1,23.6,47.3
1,19.6,51.8
-1,18.8,59.7
0,19.5,51.3
0,22.5,44.2
0,21.8,54.6
-2,20,60
0,21.3,65.7
-2,20,59.8
0,23.7,50.6
-1,20.6,55.2
-1,22.9,46.8
-2,20.6,50.5
-1,21,46.6
-1,24,46.3
0,20.6,53.2
-1,20.8,65.2
0,22.8,51.9
1,24.2,39.6
-2,20.1,54.6
-1,21.3,64.8
0,24.3,50.6
-2,19.3,62.7
0,20.9,58.8
-1,23.8,44.9
0,24.9,47.3
-1,21.1,61
-2,20.6,51.8
0,22,55.1
0,21.6,57.4
-1,18.7,63
-2,20.1,54.5
0,21.7,66.5
0,21.9,54.9
0,20.3,66.5
-1,19.3,62.7
0,22.3,55.1
-2,20.3,55.6
-1,22.3,49.8
0,24,50.8
0,18.6,64.4
1,23.8,38.4
-2,19.1,65.7
-1,20.1,58.6
0,21.3,66.5
-1,19.8,64.9
-2,19.3,67.4
-3,19.3,67.6
0,21.7,66.1
0,22.9,54.6
0,23.1,50.9
2,24.6,41.1
-2,20.6,61.2
-2,19.2,64.4
0,24.5,50.3
0,22.2,55.1
1,24.5,53.2
1,22.7,54.2
0,20.4,66.5
0,24.9,50.3
0,23,55
-1,21.1,62.6
1,22.5,45.8
0,21.8,46.3
0,17.9,63.7
1,18.8,53.7
-1,15.4,63.1
1,23.6,45.3
0,17.8,68.5
-1,18.2,51.9
-2,20.6,56.5
0,21.1,49.3
0,21.3,51.3
0,23.9,32.1
2,25.8,35.1
2,27.4,26.5
2,26.6,29.4
2,28,16.9
0,21.7,40.6
1,21.6,34
2,24.7,14.1
0,20.2,40.6
0,19.4,51.8
0,19.3,57.2
-1,21.3,46.8
0,21.1,47.3
-1,22.4,31.1
-1,18.5,57.6
2,23.4,43.2
0,19.3,53.2
-1,19.3,53.2
0,18.1,52.7
0,24.9,41.6
-1,18,50.8
-1,17.9,47.2
0,18.6,43.2
0,25.3,34.5
0,19.9,25.9
-1,20.8,33.4
-1,19.2,43.9
-1,22.4,30.5
-1,18.9,43.2
-1,19.9,29.9
0,22.3,28.3
0,20.8,32.2
0,19.6,18.6
-1,19.1,35.9
0,21.6,27
0,25.3,27
0,21.6,27
0,23.8,17.3
0,19.6,27.6
0,20.1,42.7
-2,15.7,61
-2,18.9,49.8
0,21.4,42.4
-1,21.3,39.9
1,22.6,33.4
-1,22.7,42.1
-2,19.4,36.1
-1,17,52.7
0,19.9,46.3
1,18.6,48.3
0,21,42
0,23.3,33.4
-1,19.6,46.8
0,22.2,40.2
0,22.7,35.6
0,21.2,40.8
0,22.2,17
-1,19.4,42.1
-1,24,39.5
0,19.6,48.8
0,22.6,44.7
0,21.8,44.6
0,21.8,44.3
-1,24.5,40.6
-1,19.9,50.3
0,19.9,44
0,22.8,41.9
-1,19.6,45
0,20.2,49.3
0,23.5,36.2
0,19.3,49.8
-1,18.4,56
0,22.2,45.8
0,22.3,43.4
-1,22.3,46.3
1,19.6,52.6
-1,19.6,52.6
0,17.8,68.5
1,23.6,44.8
0,19.6,49
0,21.2,48.8
-2,21.2,48.8
-1,19.8,53.1
0,20.7,50.8
0,25.1,33.4
1,24.9,37.3
0,20.8,39.5
0,21.7,48.8
0,22.3,40.9
1,24.5,40.6
1,19.8,53.4
0,20.3,54.6
-1,20.9,50.8
0,24.4,35.2
0,21,51.9
2,22.7,47.3
1,22.9,39.9
-1,20.7,50.3
-1,19.1,53.7
0,18.9,52.2
0,19.1,52.7
0,22.4,39.5
0,19.3,48.8
1,22.5,42.7
2,22.7,37.8
0,19.6,48.8
-1,23.1,42.7
0,17.8,67.7
-1,24.9,32.3
0,20.8,38.4
0,20.8,38.4
-1,19.9,35.6
-1,19.4,47.6
0,21,31.1
1,24.7,19.2
0,22.4,31.7
0,26.5,14.1
2,21.3,42.1
0,23.9,27.8
-1,25.8,31.7
-2,19.4,46.3
-1,19.9,49.8
0,19.4,46.3
2,21.7,43.7
0,21.2,30.8
-1,17.9,54.2
2,21.4,45
2,22.7,39.5
0,20.5,44.2
2,20.5,44.2
0,17.3,68.5
0,23.1,38.4
-1,21.3,36.6
-1,24.9,31.7
-2,18.8,65.7
-1,18.4,49.3
-2,21.4,36.4
2,24.4,24.1
0,25.3,25.3
-1,18.9,38.4
0,22.6,24.8
2,21.1,31.1
-2,17.3,45.8
-1,17.8,43.2
-1,18.6,44.3
-1,18.2,49.8
-1,19.2,42.1
-1,19.2,43.5
-2,17.8,55.6
-1,18.2,59.2
2,21.4,53
0,18.6,57.9
2,18.6,57.9
2,22.9,54.2
0,20.2,63.1
0,19.2,54
-1,16.8,69.3
0,20.1,48.8
-1,18.6,52.9
0,20,49
0,21.4,46.8
-2,18.3,66.9
2,20.8,43.3
0,19.8,44.2
-2,18.8,36.2
2,20.6,41.8
1,18.7,49.8
1,20.6,41.8
-1,19.2,47.4
-1,18,56.9
0,18.5,57.9
0,21.3,43.2
-2,21.7,40.6
-2,20.6,46.8
0,19.8,63.6
0,20.4,39.5
-1,18.9,46.7
0,22.7,40.6
-1,19.6,54.2
0,20.8,42.7
0,24.4,34.5
-1,20.8,62.7
2,22.2,39.5
-1,22.8,37.3
0,21.1,40.6
-1,20.7,42
1,20.2,41.6
0,23.8,27.6
2,22.2,33.4
-1,20.4,42.7
0,21,52.1
-1,19.8,44.2
0,19.3,64
1,20.9,50.9
-1,18.7,60.4
0,21.1,52.7
0,21.1,51.3
0,22.5,48.3
0,22.2,42.7
2,22.9,46.3
0,18.4,63.6
0,20.8,62.3
0,20.9,56.8
0,23,46.9
0,23.4,45.7
0,23.1,35.1
0,21.6,50.7
0,23,43.2
0,21.8,50.7
1,22.7,44.7
0,20.6,52.1
0,21.3,59.7
0,19,53.8
0,20.5,41.6
0,20.3,41.6
-1,17.4,52.2
-2,20.9,41.5
0,24.1,21.6
0,19.8,62.3
0,21.4,46.8
0,21.4,46.8
0,20.8,39
0,21.9,43.7
0,21.9,43.7
0,21,40.6
0,22.7,38.9
-1,17.9,53.3
0,23.1,33.4
2,24.1,30.6
-1,18,54.4
0,21.6,43.2
0,22.5,40.8
0,22.7,30.5
-1,17.8,55.6
0,20.6,42.1
-2,14.8,52.7
0,20.5,41.3
0,20.8,34.5
0,23.4,12.9
0,22.7,30.5
2,24.4,22.3
0,22.3,29.9
-1,19.2,22.8
0,24,13
0,22.5,22.4
1,23.1,13.5
0,22.4,11.6
0,17.1,60.1
-3,17.8,35.1
-2,19,47.6
1,18.1,52.3
0,18.3,58.8
1,20.3,48.2
0,19.8,39.5
-2,19.4,49.1
0,20.8,56
0,20.3,38.9
1,20.6,48.7
0,20.1,51.1
2,19.4,53.7
0,20.3,46.6
0,19.4,53.7
2,20.3,40
0,19.8,60.1
1,23.8,21.6
2,21.3,37.8
0,22.7,44.2
0,22.8,44.2
0,21.5,37.3
0,21.7,34.5
2,23.9,21.6
0,23.2,40.6
0,23.2,40.6
0,20.6,42.2
0,21,45.1
0,22.3,36.1
0,20.3,40.6
0,19.8,58.3
0,21.8,47.2
1,21.8,47.2
0,21.1,38.6
1,20.4,54.6
0,19.5,54.9
-2,20.4,54.6
0,23,42.4
0,25,30.5
0,21.7,40
0,21.8,36.2
2,21.7,34
0,25.7,21.6
-1,23.1,32.3
0,22.7,29.6
0,21,40
2,21.3,36.5
2,22.7,26.5
0,17.4,61
0,19.8,44.2
2,20.8,35.1
0,23.4,32.8
0,18.4,56.9
0,18.4,56.9
0,19.8,58.8
-1,20.2,42.3
0,22,38.6
0,21.7,38.9
2,21.1,41.6
-1,20.2,39.5
2,26.2,29.4
0,25.3,19.2
2,22.2,34
2,24.6,30
0,21.3,55.6
0,22.8,36.2
0,22.2,34.5
1,22.5,33.4
2,23.6,24.7
0,21.7,38.7
0,22.6,35.6
0,22.6,19.8
0,22,42.5
0,19.3,59.2
1,20.5,48.8
0,20.8,47
0,21.4,35.1
-1,20.8,45.3
0,21.7,37.8
-2,22,44.2
0,23,44.6
0,22.4,30.2
0,20.8,42.2
1,23.4,34
0,23.2,32.8
1,23.1,29.3
0,21,39.2
0,20.8,37.3
1,21.6,57.4
0,19.7,50.8
1,21.4,50.3
0,21.4,50.3
0,19.3,61
0,21.1,30
0,20.8,47.1
0,23.1,44.9
0,23.1,44.9
0,22.2,39.5
0,22,42
2,22.5,52.2
1,23.7,48.6
0,21.4,90.4
1,22.6,44.2
1,22.5,45.3
-1,22.5,33.8
1,22.9,32.3
0,22.1,45.1
-2,19.3,58.3
0,22.2,45.3
0,18,47.8
0,20.1,35
0,20.8,30.5
-1,18.3,45.3
0,18,28.1
0,21.7,57.4
0,23.1,91
-1,19.4,49.8
0,22.2,28.2
0,19.4,49.8
0,20.1,24.6
0,23.6,36.2
1,22.1,23.3
1,20.8,18
0,20.3,43.7
2,23.1,22.3
0,19.8,20.4
0,21.4,40
0,22.4,36.6
0,24.5,17.5
-1,22,83.1
0,21.3,27
0,20.3,56.9
1,19.6,50.8
0,22.4,38.9
0,22.6,33.4
0,23.3,17.8
-1,21.7,18.6
0,20.3,57.4
-1,22,18.6
0,22.2,29.4
0,22.9,29.4
1,22.9,29.4
0,23.2,38.9
0,24.2,17.3
1,21.4,44.2
0,20.8,58.8
1,21.5,36.7
1,23.1,24.1
0,24.9,17.4
0,22.2,22.3
0,21.3,55.6
0,23.1,24.1
-1,22.8,18.7
0,22.7,22.1
2,20.8,28.8
0,20.8,56
0,19.9,47.3
0,18.1,47.8
-1,22.2,19
0,18.1,47.8
0,20.8,20.4
2,24.6,16.2
-2,18.8,41.6
1,18.8,41.6
-1,21.7,22.9
1,21.3,41.6
0,24.2,17.3
1,21.5,36.7
0,22.2,53.7
-1,21.3,19.3
0,22.7,21
-1,21.5,34
0,22.2,54.2
-1,22.4,19.5
1,24.9,17.4
0,21.4,25.9
0,21.4,27.8
0,22.7,18.6
-1,25.1,21.4
0,20.3,25.3
-1,20.8,27
0,20.8,27.6
2,24.8,16.1
-1,20.3,55.6
1,17.4,39.9
-1,18.8,19.9
1,19.9,24.7
-1,19.9,25.6
-1,21.7,20.6
0,22.2,27
0,22.2,27
1,20.3,44.6
-1,23.6,21.6
0,23.1,21
1,26,16.3
1,25,63
-1,20.8,72
,25,58
-1,24.2,58
-2,23.5,56
-2,23.8,57
1,23,58
2,25.5,56
-1,23.2,67
0,25.4,57
-2,22.7,67
0,23.3,60
-1,23.4,65
-1,22.2,69
0,25,52
2,22.3,65
0,23.4,68
0,25.9,59
1,25.9,59
2,24.8,62
-2,24.2,56
-1,22.5,59
-1,22.5,59
-2,22.1,72
-3,21.9,73
-3,22,66
0,21.6,73
-2,21.9,71
-3,21.9,70
-1,22.5,66
1,22.5,66
0,25.8,50
-1,23.3,58
0,22.5,53
-1,21.3,48
0,23.8,59
0,23.8,59
0,22.9,61
2,26.3,57
1,24.9,54
1,24.5,54
1,24.7,53
-1,23,59
-2,22.3,57
2,24,50
0,23,59
0,20.6,53
0,23.6,40
2,22.9,27
-1,21.3,31
0,21.3,31
-2,21.6,31
-1,21.3,34
1,22.4,32
-1,22.4,35
0,22.2,29
0,22.3,28
1,22.9,41
0,23.4,40
-1,22.1,42
1,23.6,40
1,23.7,41
-1,23,42
-1,22.9,42
0,22.9,43
1,23.1,42
0,26.3,37
1,26.2,38
1,25.1,37
3,25.2,37
0,25.2,37
0,20.3,49
2,22.7,46
1,24,41
0,23.8,43
0,23.9,41
0,23.9,41
2,24.3,47
0,24.4,47
0,23.9,43
-2,23.4,46
0,22.8,49
0,23.2,50
-1,25,35
2,24.8,37
-1,21,43
0,24.4,32
-1,23,38
2,24.8,34
0,24.2,33
0,22.8,39
2,22.6,40
2,25.6,32
0,25.3,36
2,22.3,42
3,25.5,36
1,22.1,43
2,24.8,36
1,25.7,37
2,25.4,47
1,25.9,47
2,26.4,45
,25.5,47
1,26.2,44
0,22.7,52
1,24.9,49
0,25.3,47
0,24.5,53
0,24.5,45
0,25.4,45
0,25.5,45
2,25.4,44
2,25.3,
0,24.7,44
1,25.4,52
1,26.5,43
-1,22.9,33
1,23.9,36
-2,24,34
2,23.8,34
1,24.3,34
0,22.8,40
0,22.7,38
-1,24.3,40
0,23.9,40
-1,23.4,42
0,24.6,39
0,23.9,41
0,23.8,40
1,23.3,64
-1,23,66
0,23,57
-2,21.9,54
0,24,60
-2,24.4,62
1,25.7,62
0,22.2,62
2,23,59
0,23.2,58
2,22.3,61
0,22,61
0,21.3,64
1,21.9,62
-1,21.2,65
-3,21.4,65
0,21.5,58
-1,21.8,57
1,22.8,53
2,23,46
0,21.9,38
1,22.1,38
2,24.1,32
2,22.4,36
2,22.7,37
2,23.6,34
-1,18.7,46
0,22.4,33
0,21.4,39
2,21.6,39
0,21.6,39
1,21.8,38
1,22.6,34
2,23.6,33
2,24.1,34
