ASH,TA_AV,RH
,22.3,33.5
0,22.7,31
-2,22.3,33.5
0,23.4,26.6
1,23.2,27.7
-1,23.2,27.7
0,20.9,37.5
0,20.9,37.5
0,21.6,34.7
-1,22.7,28.9
1,23.4,26.7
0,23.8,28.2
2,23.8,28.2
1,23.8,28.2
0,23.2,27.4
0,23.2,27.4
0,23.2,27.4
0,23.2,27.4
0,22,34.7
0,21.3,32.8
0,21.3,32.8
1,20.9,37
-2,21.6,34.2
0,22,34.7
0,22,33.5
0,22,33.5
1,24.1,26.1
-1,23.2,27.4
-2,21.3,33.3
0,21.3,34.2
-1,21.3,33.5
0,23.8,25
-1,23.8,25
0,23.8,25
1,23.8,25
1,23.8,25
-1,23.2,24.9
0,22.3,29.2
1,21.3,31
-3,22.3,31.5
1,21.3,33.1
2,21.3,33.1
0,21.3,33.1
0,22.3,31.5
0,22.3,29.2
-1,23,25.1
0,23.2,24.9
-1,23.2,24.9
0,23.2,24.9
0,22,33.6
0,23,23.9
,23.2,24.9
0,23.2,24.9
0,20.2,36.4
-3,21.3,37.8
-1,20.6,34.1
-1,20.9,32.5
0,21.6,34.5
0,21.3,37.8
-2,21.3,37.8
-2,20.9,33.8
3,21.6,34.6
2,23.8,30.8
0,25.2,28.1
1,25.2,28.1
0,25.2,28.1
1,25.2,28.1
3,25.2,28.1
1,25.2,28.1
1,25.2,28.1
-1,21.6,36.8
0,22.3,31.5
2,23.8,33.6
0,21.6,36.8
0,21.6,36.8
1,21.6,36.8
1,23.8,33.6
-1,20.9,36.8
-1,22.3,31.5
1,22.3,31.5
0,24.1,29.8
2,24.1,29.8
0,24.1,29.8
0,24.1,29.8
0,24.1,29.8
-1,25.6,28.5
3,25.6,28.5
0,23.4,30.4
-1,21.3,36.8
1,21.6,35.5
2,23.4,30.4
3,24.8,26.2
-1,23.6,28.7
-3,19.9,37.2
-3,19.9,37.2
2,23,28.1
0,23,28.1
0,23,28.1
0,23,28.1
1,23,28.1
1,23,28.1
0,23.2,27.4
-1,21.3,32.3
-2,20.6,35.7
0,22,35.2
0,20.6,35.7
0,21.3,32.3
1,23,27.2
2,23.4,28.7
0,23.2,27.7
-1,23.2,27.7
-1,22,34.2
-1,21.6,37.1
1,21.3,32.3
0,22,35.7
-1,20.9,36.5
0,22,32.1
-1,20.6,35.2
0,22,32.1
1,23,35.1
0,23,35.1
0,23.6,32.3
-1,23.6,32.3
-1,23.6,32.3
0,23.6,32.3
-3,20.6,38.3
-3,20.2,38.6
-2,20.6,38.3
-3,20.6,39.6
0,20.6,38.3
-1,19.5,39.8
-3,19.5,39.8
-1,19.5,39.8
-1,20.9,37.2
0,23.4,33.4
0,23,34
-1,23.6,32.7
2,23.6,32.7
-1,23.6,32.7
-3,19.5,40.3
-3,19.9,40.7
-2,19.9,42.5
0,22.3,30.7
0,22.3,30.7
0,23.2,28.5
-2,23.2,28.5
0,23.2,28.5
0,23.2,28.5
-1,19.9,37.2
0,20.6,35.4
-2,20.2,39
-2,20.6,35.4
0,21.3,32.4
-2,19.2,40.3
-2,19.9,37.2
-2,21.3,32.4
-1,21.3,32.4
-2,20.6,36
-2,20.6,35.4
0,23,27.7
0,22.3,29.6
0,23.2,28.2
0,23.2,28.2
-1,23.2,28.2
,20.6,36.7
3,23.4,28.1
0,23.4,28.1
0,23.4,28.1
0,23.2,27
-1,23.2,27
0,23.2,27
0,23.2,27
-1,21.3,37.6
0,21.3,37.6
0,19.9,37.2
-3,19.9,37.2
0,21.3,32.9
3,23,28.1
1,23,28.1
2,23.2,26.7
-1,23.2,26.7
0,22.7,33.2
0,21.3,32.3
-3,21.6,33.4
0,22.7,25.5
0,22.7,25.5
-1,22.7,25.5
0,22.7,25.5
0,22.7,25.5
0,22.7,25.5
0,23.2,24
0,23.2,24
0,23.4,31.4
1,23.4,31.4
1,20.6,34
1,20.6,37.5
1,20.2,37.2
-1,20.2,37.2
0,22.3,35.2
-2,21.3,36
0,23.8,22.7
3,22.7,24.4
1,23.2,23.1
2,23.2,23.1
1,23.2,23.1
0,23.2,23.1
0,23.2,23.1
-2,20.9,32
1,23.4,24
0,23.2,24
0,23.2,24
0,23.2,24
0,23.2,24
2,24.1,27.3
1,21.3,33.9
0,20.6,35.2
0,22.7,30
0,21.6,35
0,23.8,22.7
1,24.1,28.6
0,23.4,30.4
0,24.1,28.6
-1,20.6,34.1
0,20.6,34.1
-1,20.6,34.1
-2,22.7,27.8
0,22.7,27.8
-1,21.6,30.8
0,22,35.5
0,22,35.5
0,22,35.5
0,23.2,34
0,23.2,34
-1,23.2,34
0,23.2,34
-1,21.6,42.3
0,20.9,44.1
-1,20.2,47
1,20.2,47
0,19.5,44.6
-1,19.5,44.6
0,20.6,45.1
-2,21.6,42.3
0,21.6,42.3
-1,22.7,34.9
0,22.3,36.1
0,23.2,34.9
-1,20.9,45.8
0,23,41.7
0,23,41.7
0,23,41.7
0,23,41.7
0,23,41.7
-1,23.6,42.9
-3,21.6,53.7
-2,20.6,52.5
0,20.6,52.5
-3,21.6,53.7
-1,20.9,55.5
2,23.6,44.6
0,23.6,44.6
-1,21.6,26.9
0,21.6,26.9
0,22.8,25.8
1,22.8,25.8
-2,20.2,41.8
-1,18.8,38.7
0,18.5,42.4
-1,20.6,32.4
0,22,26.4
0,22,26.4
2,22.7,23.1
0,22.7,24.9
0,22.7,24.9
0,22.7,24.9
1,22.7,24.9
0,23.2,23.6
0,23.2,23.6
1,23.2,23.6
0,23.2,23.6
0,24.8,26.1
2,22.7,27.3
2,24.5,29.4
0,22.3,31.5
1,24.8,26.1
1,24.5,29.4
-1,22.3,34.8
-1,22.3,34.8
0,22.7,27.3
2,23.8,25.4
2,22.3,34.8
-1,23.2,23.1
1,22.7,27.3
3,23.8,28.9
0,22.7,29.7
0,22.7,29.7
0,22.7,29.7
0,22.7,29.7
1,22.7,29.7
0,22.7,29.7
0,23.2,28
0,23.2,28
-1,23.2,28
0,23.2,28
1,23.2,28
1,21.6,32
2,22,30.4
0,22.3,33.5
0,22.3,33.5
2,22.3,33.5
2,21.6,32
0,22.3,33.8
1,22.3,33.8
0,21.6,32
1,22.3,33.8
1,22,30.4
0,22,30.4
-1,23.8,29
0,22.3,29.1
0,22.7,29.7
0,23.2,28
0,22.7,32.8
-1,22.3,30.8
1,23,30.2
0,23,30.2
0,23,30.2
0,23,30.2
0,23,30.2
0,23,30.2
0,23,30.2
1,23,30.2
0,23,30.2
0,23.2,29.3
-2,23.2,29.3
-1,22.3,31
0,22.3,34
2,23,36.2
-2,22.3,31
1,23.8,32.3
1,23.8,32.3
0,23,33.2
2,22.3,31
0,22.3,31
0,23.2,29.6
0,23.2,29.6
0,23.2,29.6
0,23.2,29.6
0,23,33.8
0,22.3,35
2,25.2,28.1
-1,22.3,35
0,23,30.2
0,23,30.2
3,23,30.2
-1,23,30.2
-1,23,30.2
0,23,30.2
1,23.2,27.4
1,23.2,27.4
0,23.2,27.4
1,23.2,27.4
-1,23.2,27.4
0,23.2,27.4
1,23.4,29.9
0,22.3,33.5
1,22.3,33.5
-1,22.3,30
0,22.3,30
-3,23,27.3
1,24.1,30.8
1,24.1,30.8
0,23,27.3
0,23,27.3
3,24.1,30.8
0,23.2,25.3
-1,22.3,32
1,24.5,29.9
-1,24.5,29.9
1,24.8,24
0,24.8,24
0,23,22.9
0,23,22.9
1,23,22.9
1,23,22.9
1,23,22.9
0,23,22.9
-1,23,22.9
,23.2,20.7
-2,23.2,20.7
0,23.2,20.7
-1,23.4,27.5
2,23.4,29.9
1,24.8,20
0,23,30.5
0,23,30.5
0,23.4,27.5
0,24.5,26.3
0,24.5,26.3
2,24.5,26.3
0,24.8,20
0,24.8,20
0,23.4,26.7
0,23.2,20.7
-2,22.3,21.7
-1,22.3,21.7
0,23,21.4
-1,23,21.4
0,23,21.4
0,23,21.4
0,23,21.4
0,23,21.4
0,23.2,18.2
0,23.2,18.2
0,23.2,18.2
-1,23.2,18.2
2,23.2,18.2
0,23.2,18.2
2,22.3,22.7
0,22.7,33.6
2,24.1,25.7
1,24.1,25.7
1,24.1,25.7
1,24.1,25.7
0,22.3,32.6
0,24.1,25.7
0,22.3,22.7
0,22.7,19.3
0,23.4,19.9
0,23.4,19.9
-1,23.2,18.2
-1,23.8,18.5
0,23.2,17
-1,23.2,17
0,23.2,17
0,23.2,17
3,22,21.6
0,22.7,28.2
0,22.7,20.9
0,22.3,32.1
,24.5,23.8
-1,22.3,32.1
0,22,21.6
-1,23.8,32.4
1,23.8,32.4
2,23.8,32.4
1,23.8,32.4
0,23.6,32.1
0,23.6,32.1
0,23.6,32.1
0,23.8,34.7
0,24.5,30.4
2,24.5,30.4
1,24.5,30.4
0,23.4,34.3
1,23.4,34.3
0,23.6,34
0,23,36.2
1,24.1,36.3
0,23.6,37.9
-1,23.6,37.9
0,23.4,41.7
1,24.5,39
0,24.5,39.3
0,22.7,29.7
0,23.2,29.8
1,23.2,29.8
1,23.4,27.4
0,22.7,33.1
0,22.7,33.1
0,23.8,28.3
0,25.2,27.4
1,23.4,25.8
0,23.4,25.8
1,23.4,27.4
0,23.4,29.7
0,23,27.6
0,23,27.6
0,23,27.6
1,23,27.6
1,23,27.6
-1,23.6,28.1
0,23.6,28.1
2,25.2,26.4
0,23.8,26.5
1,22.3,21.7
-1,22.3,23.4
0,22.3,23.4
0,23.2,20.7
0,23.2,20.7
-1,22.3,34.7
2,22.7,25.8
2,23.4,30.9
-1,22,37.7
0,22.7,26.6
0,22.7,26.6
0,22.7,26.6
0,22.7,25.8
0,22.7,25.8
-1,24.1,23.4
1,23.4,30.9
0,22.7,22.9
1,22.7,22.9
-1,23.2,20.7
1,22.7,34.8
0,22.3,37.2
0,22.3,37.2
0,24.5,28.4
1,23.8,20
1,23.8,20
2,23.8,20
3,23.8,20
1,23.8,20
1,23.8,20
0,23.2,20
1,25.2,26.7
1,24.1,26.8
1,23.4,32.1
-1,23,24.1
0,23.4,22.2
0,23.4,22.2
1,24.8,19.6
0,23,18.9
0,23.2,20
0,23.8,26.8
0,23.8,31.1
0,23.8,26.8
0,23,22.2
2,23,24.1
-1,23,25.5
0,23,25.5
1,23,25.5
-1,23.6,21.3
0,23.6,21.3
0,23.6,21.3
0,21.6,32.4
-1,22,28.4
0,23.8,25.7
0,22.7,25.6
1,22.7,25.6
1,22.7,25.6
0,23.8,22.4
0,23,23.2
0,23,23.2
0,23.8,21.3
0,23.4,23
-1,23.4,23
0,23.6,20.6
0,23.6,20.6
1,23.6,20.6
-1,23.8,22.4
-1,23.8,21.3
1,23.8,21.5
0,23.8,21.5
0,23.8,21.5
0,23.2,19.1
-1,23.2,19.1
0,23.2,19.1
0,24.1,26.8
0,23.8,20.5
1,22.3,33.5
1,22.3,33.5
2,24.5,26.8
0,23,24.6
0,22.7,25.1
1,22.7,25.1
0,23.4,22.7
0,23.4,22.7
1,23.8,20.5
3,23.4,22.7
2,24.5,21.5
2,24.5,21.5
1,24.5,21.5
0,23.2,19.1
0,22.7,32
0,23,24.6
0,23,24.6
-1,22.3,23.9
0,22.3,23.9
-1,22.3,23.9
-1,23.2,21.4
0,23.2,21.4
0,23.2,21.4
0,21.6,31.4
-1,21.6,31.4
0,21.6,31.4
-1,22,24.1
0,22,23.6
0,22,23.6
2,22.3,24.7
0,23.4,23.9
0,23,23.7
0,23,33.4
0,23,33.4
0,23,33.4
0,23,33.4
0,23,33.4
0,23.6,35.5
1,23.6,35.5
-1,23.6,35.5
1,23.6,35.5
-1,23.6,35.5
0,23.6,35.5
2,22.7,40.5
-1,24.5,38
1,23,39.4
0,23,41.3
0,23,37
1,23,37
0,23,37
0,23.4,42
-1,22,22.8
0,22,22.8
0,22,22.8
0,22,22.8
0,22,22.8
-1,23.2,19.1
0,23.2,19.1
1,23.2,19.1
-1,20.2,39.3
-1,20.2,39.3
-1,20.9,26.5
0,20.9,26.5
0,20.9,25.6
-2,20.9,25.6
0,22.7,22.9
-1,21.3,26.2
1,22,30.8
0,23,23.4
0,23,23.4
2,23,23.4
0,23,23.4
0,23.2,22
-1,23.2,22
-1,23.2,22
0,23.2,22
0,23.2,22
-1,22.3,29.2
1,22.3,29.2
-1,21.6,34.1
1,22,26.5
-1,22,26.5
-1,22,28.8
-2,22,28.3
-1,23.4,25.4
0,22.3,29.2
-1,23,20.7
0,23,26
-1,23.2,24.9
0,22.3,33.5
0,22.3,28.1
0,23.4,26.9
-2,22,29.9
0,22.7,26.5
-1,22.7,26.5
0,22.7,26.5
0,22.7,26.5
0,23.2,25.7
0,23.2,25.7
0,23.2,25.7
-1,23.2,25.7
0,23.2,25.7
0,22.7,36.7
0,21.6,33.1
-1,21.6,33.1
1,22,29.6
0,22,29.6
0,22,26.7
0,23.4,26.4
0,22.7,25.5
0,23.2,25.3
2,22,26.7
0,22.3,29.1
0,23.4,18.4
3,23.4,18.4
1,23.2,17
-1,23.2,17
-2,23.2,17
1,22.3,28.7
-1,22.3,33.7
1,22.3,33.7
0,22.7,26.1
0,22.7,26.1
0,22.7,26.1
0,22.3,29.7
1,23,17.4
1,23,17.4
-1,23.2,17
-1,23.2,17
0,23.2,17
0,23.2,17
2,22.3,24.2
2,22.3,35.6
0,22.7,26.1
-1,21.6,15.9
-1,21.6,15.9
-1,21.6,15.9
-1,23.2,10.7
1,22.3,33.4
0,22,39.8
0,22,39.8
1,21.6,38.9
1,22.3,33.4
2,22.3,30.1
0,22.3,30.1
0,22.3,26.8
1,23.8,24.9
0,22.3,30.1
0,22.3,26.8
1,22.3,33.4
0,23.4,14.2
0,21.6,15.5
-3,21.6,15.5
-1,22.7,28.6
3,22.3,12.7
-1,22.3,12.7
1,23.2,10.7
-1,23.2,10.7
0,23.2,10.7
0,23.2,10.7
-3,23.2,10.7
0,23.2,10.7
1,22.7,27.2
-1,22.3,34.7
1,22.3,36.1
0,22.3,34.7
0,23,25.1
-1,23,25.1
0,22.7,22.7
0,23.8,22.4
,23,25.1
-1,23.2,10.7
-2,23.2,10.7
-1,22.7,27.2
0,21.6,13.6
0,21.6,13.6
0,21.6,13.6
0,23.2,10.7
-1,22,35.8
2,23.4,28.8
-1,23,35.2
1,23,35.2
0,22,35.8
0,24.1,22.4
0,22.7,23.7
1,24.1,22.4
1,23.4,28.8
-1,23.4,9.8
0,21.6,12.7
0,23.2,10.7
0,22.7,27.1
1,22.7,27.1
1,22.7,27.1
-1,22.7,22.7
1,23.2,10.7
-1,23.2,10.7
-1,23.2,10.7
0,23.2,10.7
-1,22,35.8
1,22.7,27.7
1,24.5,21
0,23.4,34.2
,22.7,24.6
0,24.5,21
0,22.3,23.2
-1,22,36.3
,22.7,27.7
0,23.2,10.7
0,23.2,10.7
0,21.6,36.6
1,22.7,27.1
0,22.7,27.1
0,22.7,22.7
-1,22.7,14.6
0,22.7,14.6
-1,23.2,10.7
0,23.2,10.7
-1,23.2,10.7
0,23.8,27.8
0,23.8,27.8
-1,21.3,37.8
0,22.7,30.8
0,22,25.2
0,21.6,23.8
0,21.6,23.8
0,21.6,23.8
1,21.6,23.8
0,23.2,18.2
0,23.2,18.2
0,23.2,18.2
1,22.3,27.3
0,22.3,28.2
-2,20.2,39
0,20.6,33
0,22.3,27.1
2,22.3,27.1
0,22.3,27.3
0,22.3,27.1
-1,23.4,19.8
-1,21.6,24.4
0,21.6,24.4
1,23.2,19.1
0,23.2,19.1
-1,23.2,19.1
-1,23.2,19.1
0,20.6,37.5
0,22.3,27.8
0,23.2,20.7
,20.9,34.4
2,22.7,29.2
0,22.3,34.7
-1,23.2,15.6
-1,23.2,15.6
-1,23.2,15.6
-2,23.2,15.6
0,23.2,15.6
0,20.9,32.5
-1,20.6,35.9
-1,20.6,35.9
0,22.7,31.2
0,22.7,31.2
0,22.7,31.2
-1,23.4,26.9
1,22.7,33.5
-1,21.6,19.8
-1,21.6,19.8
0,23.2,17
-1,23,18.3
0,22.3,32.5
0,22.7,35.1
-1,23.2,17
-1,21.6,18.8
0,21.6,18.8
-1,21.6,18.8
-1,23.2,13.7
0,23.2,13.7
-1,23.2,13.7
0,22.3,35
1,22.7,32.7
-1,21.3,35
0,21.3,35
0,22.3,33.8
0,22.3,33.8
0,22.3,33.8
0,23.4,29.4
0,22.3,33.8
0,23,15.5
-1,22,19.3
0,22,19.3
0,23.2,13.7
-1,23.2,13.7
-1,22.3,32.2
0,22.3,30.4
0,22.3,18.9
0,23.2,13.7
1,23.2,13.7
0,23.2,13.7
1,22.3,27.8
-1,22,37.7
-1,22,37.7
0,23,30.2
2,23,30.2
0,22.3,27.8
0,22.3,27.8
0,23.8,24.9
0,23,30.2
-1,22,18.4
0,22,18.4
3,23.2,13.7
-1,23.2,13.7
0,23.2,13.7
0,23.2,13.7
0,22.3,34
-1,22,38.2
0,23,29.7
0,23,29.7
-1,22,16.9
0,22,16.9
0,22,16.9
-1,22,16.9
0,23.2,13.7
2,22.3,27.8
-1,22.7,35.1
0,22.7,35.1
-2,21.6,41.9
0,22.7,29.7
1,22.7,29.7
1,22.7,29.7
0,23.8,24.4
0,22.3,27.8
-1,23.8,24.4
0,23,15.1
0,22,17.9
0,23.2,13.7
-1,23.2,13.7
0,22.3,27.8
0,22.3,19.4
0,23.2,15.6
0,23.2,15.6
1,22.3,30.3
1,23,28.2
0,22.3,26.8
0,24.1,24.4
1,22.3,30.3
-1,22.3,19.4
1,22.3,19.4
0,23.2,15.6
0,23.2,15.6
1,23.2,15.6
0,23.2,15.6
1,22.3,40.3
0,22.7,26.8
0,23,27.6
1,23,27.6
0,22.3,21.9
0,22.3,21.9
0,23.2,17
-1,23.2,17
0,23.2,17
1,21.3,42.4
2,21.3,42.4
1,22.3,30.1
0,22,28.3
1,22,28.3
0,21.3,42.9
0,22.7,30.2
1,22,37.2
0,23.8,19.3
0,24.1,21
0,24.1,21
-1,23.6,16.9
0,23.6,16.9
0,22.7,27.7
0,22.3,37.7
0,22.3,37.7
0,22.7,27.7
1,23,25.6
0,23,25.6
-1,23,25.6
-1,23,25.6
0,22.7,23.7
-1,23.2,17
-1,22.7,27.5
0,22.7,27.5
-1,22.7,27.5
1,22.7,27.5
1,22.7,27.5
0,23.2,24
0,23.2,24
0,23.2,24
0,23.2,24
0,21.6,29.8
2,21.3,31.5
0,22.3,29.6
-1,22.3,29.6
0,21.6,29.8
0,23.2,24
-1,23.2,24
-1,23,29.7
0,23,29.7
0,23,29.7
0,23,29.7
-1,23.2,25.7
-1,23.2,25.7
-1,23.8,28.5
1,22.7,30.6
-2,22,34.5
1,22.7,30.6
-3,22.3,31.5
1,22.7,30.2
-1,22.7,30.2
0,23.8,28.5
-3,22.3,31.5
0,22.3,31.5
-1,23.8,28.5
-1,23,28.2
0,23,29.7
0,23.2,26
0,23.2,26
0,21.3,34.4
-1,23,30.7
1,23,31.3
0,23,31.3
1,23.2,27.4
0,23.2,27.4
0,23.2,27.4
-1,22,33.9
0,22,33.9
0,21.6,37.1
0,22.3,32
0,22.3,32.2
0,22.3,32.2
0,22.3,32
0,22.3,32
1,23.8,30
0,23.2,27.7
0,21.6,36
0,22.7,32.1
0,22.7,32.1
1,23.4,30.8
1,23.4,30.8
0,23.4,30.8
0,23.2,27.4
,23.2,27.4
-1,23.2,27.4
0,23.2,27.4
-1,22,34.5
,22,34.5
0,23,31.2
0,23,31.2
-1,22.7,31.1
1,23,31.2
0,22.3,31
1,23.8,29.5
0,23.4,29.7
1,23.8,30.8
0,23.2,27
2,22.3,29.9
2,22.3,30.4
0,22.3,19.9
-1,22.3,19.9
-1,22.3,19.9
-1,23.2,10.7
-1,23.2,10.7
-1,23.2,10.7
0,21.6,34.4
1,21.3,39.7
0,21.6,34.4
-1,22.3,26.2
0,22,29.6
1,22.3,26.2
0,22.3,26.2
-1,23.4,24.4
-2,22.3,17.4
0,22.3,17.4
0,22.3,17.4
0,22.3,17.4
0,23.2,10.7
-1,23.2,10.7
2,22.3,26.2
0,21.6,39.7
0,22.3,36.3
-1,22.3,29.1
-1,22.3,29.1
0,23,16.9
0,22.3,15
0,22.3,15
-1,22.3,15
0,23.2,10.7
0,23.2,10.7
0,22,38.2
-1,22,38.2
-1,22,38.2
1,22,38.2
0,23,25.6
1,22.3,22.7
1,23.8,22.4
1,22.3,27.2
0,23.2,10.7
0,22.7,25.1
0,23.8,22.4
0,22,14.5
0,22,14.5
-2,22,14.5
-1,22,14.5
0,22,14.5
-1,23.2,10.7
0,23.2,10.7
0,23.2,10.7
0,23.2,10.7
0,23.2,10.7
0,20.9,41.3
-1,20.9,41.3
0,20.9,41.3
-2,22,37.4
0,24.1,22.9
0,23.2,10.7
0,23.2,10.7
0,23.2,10.7
-1,23,24.2
0,23,27.6
1,23,27.6
1,23,27.6
2,24.5,26.3
0,23,22.7
0,23.2,10.7
0,23.2,10.7
0,21.6,38.2
0,23,24.6
0,23,24.6
0,22.7,33.2
0,23.8,22.4
0,20.9,39.1
-1,22,29.7
-1,23.2,10.7
0,23.2,10.7
0,23.2,10.7
1,21.3,35.5
-1,22,38.7
-1,22.7,30.2
0,22.7,30.2
-1,23,14.2
0,22,15.5
0,23.2,10.7
0,23.2,10.7
-1,23.8,23.9
0,21.3,35.5
0,22,9.1
1,22,9.1
0,22,9.1
1,22.8,10.9
1,22.3,26.6
0,22.3,23.7
0,23.8,8.2
-1,22.8,10.9
2,21.6,38.2
2,23,33.8
1,23.4,28.8
0,23.8,20.9
0,23.8,20.9
0,23.2,10.7
0,22,36.3
-2,22,25.1
0,22.3,24.6
0,22,36.3
0,23,21.9
0,22,9.1
0,22,9.1
-1,20.9,41.8
-1,22.7,26.1
1,22.7,26.1
0,22.3,23.7
0,22,9.1
0,22,9.1
2,23.8,26.3
0,22.7,35.8
0,23,25.6
1,23,25.6
-2,22.7,35.8
0,23.8,7.4
-2,21.6,10.4
0,23.6,10.6
-1,23.6,10.6
-1,23.6,10.6
1,23.6,10.6
2,22,26.2
0,21.3,34.4
0,20.6,42.3
-1,22,26.2
2,22,27.1
-1,22,27.1
0,21.6,38.9
0,22,27.1
1,21.3,34.4
1,21.6,10.4
1,21.6,10.4
-1,23.6,10.6
0,23.6,10.6
0,23.6,10.6
0,22.3,24.8
0,22.3,25.2
-1,22.3,24.8
0,22,29.2
-1,22,29.2
1,23,24.6
0,22,24.3
1,22,29.2
0,21.6,11.8
0,21.6,11.8
2,22.3,23.7
-2,22.3,23.7
0,23,24.6
0,23,24.6
-1,23,24.6
0,22.3,23.7
2,22,11.3
,23.2,20
0,23.2,20
0,22,32.3
1,21.6,25.3
-1,20.9,28.8
0,22,32.3
-2,22.3,33.6
0,22.7,29.7
0,22.7,29.7
-2,21.6,25.3
1,22.7,29.7
-1,23.4,7.8
0,22,12.2
0,23.2,20.7
0,22,29.3
0,22.3,31.9
1,22.3,12.7
0,22.3,12.7
0,23.6,19.8
-1,23.6,19.8
0,23.6,19.8
0,22.7,30.3
-2,21.3,27.8
-3,22.7,32.6
0,22,24.3
-1,22.7,32.6
1,22,28.8
2,22.7,30.3
1,22,13.1
0,22,13.1
-1,22,13.1
-1,23.6,19
2,22.7,34.7
0,21.3,27.8
0,22,23.8
0,23,29.2
0,23,29.2
0,23,29.2
0,23,29.2
0,22,14.5
0,22,14.5
0,22,14.5
0,22,14.5
0,22,14.5
0,23.6,19
-1,21.3,34.4
0,21.6,31.1
0,21.6,31.1
0,22,28.3
0,22,32
-1,23,11.1
-1,22.3,14.1
0,23.6,19
-1,23.6,19
0,21.6,31.8
-1,22.3,30.1
0,21.6,31.8
1,22.3,15
-1,22.3,15
-1,23.6,19
0,23.6,19
,23.6,19
1,23.6,19
0,23.6,19
0,23,30.2
-1,23.6,19
0,22,15.9
0,22,15.9
0,23.2,18.2
0,23.2,18.2
0,21.3,30.7
0,22,32
,21.3,30.6
1,22.3,13.6
0,22.3,13.6
0,22.8,20.1
-1,22.8,20.1
1,24.8,25.3
1,23.8,30.7
0,22,36.1
-1,22,36.1
1,22,36.1
-3,23,28.4
1,23,28.2
1,23,27.4
-1,23,28.4
-1,23,27.4
2,24.8,25.3
0,24.1,10.3
0,23,13.2
0,23.2,20
0,23.2,20
0,24.8,25.3
1,23,27.6
0,22,15
-1,22,15
-2,23.2,20
-1,23.2,20
0,23.2,20
0,23.2,20
0,23.2,20
0,20.9,32.9
-2,22,31.3
0,21.3,31.4
-1,22.7,29.7
-1,22.3,33.6
0,22.7,28.4
1,22.3,17.4
0,22.3,17.4
-1,22.3,17.4
-2,23.2,20.7
-1,22.3,33.4
-1,22,27.9
0,22,27.9
-2,22.3,37.4
0,22.7,30.4
0,22.3,37.4
-1,22,18.4
0,22,18.4
0,23.8,23
0,23.8,23
0,22.7,30.9
0,22.3,33.4
0,22.3,20.8
0,23.6,18
-1,23.6,18
0,23.6,18
-1,22.3,34.2
0,23.4,31.8
2,23.4,31.8
1,22.7,20.9
1,22.7,20.9
-1,22.7,20.9
1,23.6,19.8
1,23.6,19.8
1,22,29.4
0,23.4,31.3
1,23.4,31.3
1,23.4,31.3
0,23.8,20.5
0,23.2,19.1
2,24.1,30.8
-1,24.1,30.8
-1,23,29.9
0,22.3,21.4
0,22.3,21.4
1,22.3,21.4
0,23.6,19
-1,23.6,19
0,23.6,19
0,23.6,19
2,24.1,25.8
0,22,28.9
-2,23,33.7
0,23.8,30.8
-1,23,33.7
-1,24.1,18.4
0,23.6,19
0,23.8,30.8
0,23,33.7
0,23.6,19
0,23.6,19
0,23.8,23
2,23,29.8
-3,22.3,35.8
0,23.8,27.2
1,23.8,27.2
0,24,18.9
-1,22.3,30.4
-1,20.6,30.3
-1,20.2,37
-1,20.2,37.5
0,20.9,37.2
0,20.6,29.5
-1,20.6,30.3
-1,19.9,34.8
0,20.9,28.5
-3,20.2,32.7
0,20.2,32.7
0,20.9,31.9
-2,20.9,31.9
0,20.9,31.9
-1,22,31.1
-1,22,31.1
-1,21.3,37.8
-1,21.3,37.8
0,22,27.6
3,21.3,35.1
1,22,27.6
0,21.3,24.3
-1,21.3,35.1
0,22.3,30.6
3,22,36.8
1,22.7,33.3
0,22,36.8
0,22.7,33.3
0,22,35
1,22.7,32.2
1,22.7,33.8
0,22.7,20.9
-1,22.7,20.9
-1,22.3,21.4
0,22.7,20.9
0,23.6,19
0,23.6,19
0,23.6,19
-1,23.6,19
0,23.6,19
1,23.6,18
1,24,18.9
0,21.3,24.3
1,22,35
-2,21.3,29.4
-1,22,24.3
0,22,36.8
1,21.6,36.2
-1,22.3,10.5
0,23.8,27.2
1,22.3,31.4
0,22.3,21.4
0,22.7,20.9
0,23.6,19
0,23.2,20.7
1,23.6,19
-1,22,27.6
1,22.3,31.9
0,22,27.9
-1,21.6,31.4
0,22.7,33.8
0,23.8,30.8
0,22,36.8
0,22.3,31.4
0,22.3,10.5
-1,23.6,19
-2,23.6,19
-1,23.6,19
1,23,32.7
-2,21.3,29.4
0,22.7,32.2
0,22.7,33.3
1,24.1,18.4
0,22.7,20.9
1,22.3,21.4
0,22.7,20.9
2,23.6,19
0,24,18.9
-1,22,27.6
-1,21.3,24.3
-1,21.3,29.4
-1,22.3,35.8
0,22.7,32.2
1,22.7,33.8
-1,22.3,31.4
-2,21.6,36.2
-1,22.3,10.5
2,22,36.8
0,22,30.2
0,22,36.8
-1,22.3,10.5
0,23.6,19
0,23.6,19
-1,22,27.6
0,22,27.9
0,22,24.3
,22.3,31.4
0,24,18.9
0,23,29.9
0,22,36.8
-2,21.6,36.2
0,22.7,20.9
0,22.7,20.9
-1,22.7,20.9
0,22.3,21.4
0,22.3,10.5
0,22.7,20.9
1,23.6,19
0,24,18.9
0,22,27.6
0,21.3,24.3
-1,22,35
-2,22.3,35.8
1,22.7,32.2
0,22,24.3
-1,22,36.8
0,22.3,31.4
0,24.1,29.4
2,22,36.8
0,22.7,33.8
-1,23.8,30.8
